"","filament_index","comp","area_density","class","class2"
"1",1.03747776376919,2.73333333333333,943.832066,2,2
"2",1.58257888251995,2.10294117647059,1003.659444,2,2
"3",1.31013802005759,1.00512820512821,821.274755,2,2
"4",1.64018282336198,0.80952380952381,1299.432564,2,2
"5",1.26668520063015,4.47619047619048,1076.93531,2,2
"6",1.41992852638217,1.5968992248062,710.373469,2,2
"7",1.50750329091707,1.28682170542636,589.132734,2,2
"8",1.69798132966877,1.14814814814815,1009.534929,2,2
"9",1.02364533259507,2.28571428571429,1300.861199,2,2
"10",1.23891359211633,0.8,1157.342336,2,2
"11",1.31596762897829,4.67567567567568,852.703824,2,2
"12",0.789477923507538,2.2,621.493236,2,2
"13",1.34630324136084,1.94642857142857,955.993374,2,2
"14",1.65425829058961,4.04347826086957,1205.5611,2,2
"15",1.61708099438653,0.86046511627907,1039.554048,2,2
"16",0.912379589037011,2.65714285714286,1233.685006,2,2
"17",0.7489695654948,5.54166666666667,608.019585,2,2
"18",1.01742363019234,2.375,899.759838,2,2
"19",1.53770155652903,1.07142857142857,1124.134286,2,2
"20",1.45788069172743,2.01376146788991,614.49674,2,2
"21",1.60399700931558,1.77674418604651,495.098,2,2
"22",1.81727849034351,0.666666666666667,1641.14688,2,2
"23",0.977291646500823,2.3558282208589,265.746512,2,2
"24",1.24109389745203,2.57142857142857,1547.49028,2,2
"25",1.54528729502733,3.80952380952381,1010.751252,2,2
"26",1.5426638917794,2.01754385964912,987.488777,2,2
"27",2.07545706701661,7.10526315789474,756.01197,2,2
"28",1.08733791694782,1.20408163265306,1054.039752,2,2
"29",1.28785802831604,0.824561403508772,837.609132,2,2
"30",1.46082740121737,0.975609756097561,1016.32623,2,2
"31",1.1613446313534,4.8,527.829738,2,2
"32",1.27448185759249,0.523255813953488,344.993427,2,2
"33",1.78894485144485,1.80952380952381,1136.289583,2,2
"34",1.16794520069198,2.13333333333333,576.857712,2,2
"35",1.63272242082473,2.14285714285714,1222.580874,3,2
"36",1.02690864613808,1.57142857142857,1279.525147,3,2
"37",0.688943421949557,1.27272727272727,661.585035,3,2
"38",1.08493027966036,0.587426326129666,221.45424,3,2
"39",1.52953008748758,0.65,855.239499,3,2
"40",1.14861460957179,1.09859154929577,733.087425,3,2
"41",1.23466214869444,3.52380952380952,1134.076212,3,2
"42",1.1483877948496,2.37837837837838,1080.916968,3,2
"43",1.51400875392567,1.18,1262.816151,3,2
"44",0.856904570340862,1.45569620253165,395.256654,3,2
"45",1.13860300618921,2.16666666666667,1375.03936,3,2
