"","Mean_comp_count","Class","Mean_fil_ind","Med_fil_ind","Mean_density","Med_density","Mean_area","Med_area","Mean_comp_count_alt","Med_comp_count_alt","Mean_distance","Med_distance"
"94",1.47474747474747,0,3.12342424242424,4.641,0.431010101010101,0.379,0.393299219191919,0.252,18.2424242424242,17,497.24498554691,539.807640806083
"95",1.07070707070707,0,2.52734343434343,2.411,0.430959595959596,0.313,0.3904563,0.208,9.61616161616162,5,239.296811734963,85.140084041451
"96",1.14141414141414,0,2.61626262626263,2.311,0.584080808080808,0.76,0.557045197979798,0.66,13.4747474747475,8,340.65232067556,261.030157106743
"97",0.747474747474748,0,3.59593939393939,4.63,0.511,0.554,0.472951872727273,0.426,6.5959595959596,3,115.693117135645,48.1090494447638
"98",1.12121212121212,0,3.15041414141414,2.489,0.627111111111111,0.799,0.599161616161616,0.713,12.8585858585859,8,230.746347662516,176.135797966999
"99",0.757575757575758,0,2.37350505050505,1.957,0.521717171717172,0.611,0.501325498989899,0.506,7.97979797979798,2,185.917375057578,71.1322687320255
"100",1.07070707070707,0,2.42922222222222,1.933,0.50250505050505,0.509,0.473822874747475,0.409,11.4141414141414,6,302.051454628888,189.946173905407
"101",1.44444444444444,0,3.15180808080808,3.94,0.557121212121212,0.696,0.533003561616162,0.574,14.5858585858586,10,367.155611999484,337.597742149604
"102",0.676767676767677,0,2.58123232323232,3.016,0.48910101010101,0.519,0.479097846464646,0.417,4.73737373737374,2,84.8461243527537,22.3606797749979
"103",1.43434343434343,0,3.26912121212121,3.258,0.592888888888889,0.703,0.541704647474747,0.569,15.1515151515152,12,425.492551278832,417.527784145858
"104",1.04040404040404,0,2.78439393939394,2.203,0.634757575757576,0.862,0.609533428282828,0.797,9.38383838383838,3,151.672986702366,51.9078037248829
"105",1.25252525252525,0,2.71976767676768,2.479,0.592464646464646,0.752,0.561306443434343,0.659,14.3232323232323,8,400.784132044415,260.110906885025
"106",1.15151515151515,0,3.0049898989899,2.977,0.540525252525253,0.6,0.486719566666667,0.453,14.8282828282828,15,346.038663125153,366.564603811592
"107",0.747474747474748,0,2.56279797979798,2.144,0.404151515151515,0.245,0.365305991919192,0.156,8.27272727272727,4,174.460079902844,106.796282261253
"108",0.919191919191919,0,3.00376767676768,3.441,0.563353535353535,0.705,0.541672411111111,0.617,8.70707070707071,5,212.207684458291,154.179872545001
"109",0.98989898989899,0,2.73392929292929,2.883,0.579939393939394,0.722,0.542402934343434,0.601,9.95959595959596,8,180.598872450118,184.506507033217
"110",1.39393939393939,0,2.76830303030303,2.934,0.613292929292929,0.775,0.576632873737374,0.676,15.1313131313131,11,302.00698834645,184.279275385151
"111",1.05050505050505,0,2.83583838383838,3,0.436393939393939,0.327,0.396299829292929,0.221,13.1414141414141,6,424.24479161222,315.723329131239
"112",1.48484848484848,0,3.23435353535354,2.35,0.539161616161616,0.61,0.501720725252525,0.496,18.2727272727273,11,585.72139949412,440.962420717644
"113",1.44444444444444,0,3.51850505050505,4.576,0.459363636363636,0.394,0.401133024242424,0.246,18.7777777777778,14,489.372566750802,326.903432459318
"114",2.01010101010101,0,4.36514141414141,5.101,0.462111111111111,0.411,0.399049776767677,0.263,36.8585858585859,34,1120.63003594052,983.664029204171
"115",0.98989898989899,0,2.43427272727273,2.347,0.533080808080808,0.613,0.505775098989899,0.516,10.0808080808081,6,208.036656241302,124.924858084265
"116",1.48484848484848,0,3.57456565656566,3.816,0.518818181818182,0.516,0.435565656565657,0.343,20.3737373737374,19,515.551612857363,451.908476567326
"117",1.24242424242424,0,3.40557575757576,4.009,0.447141414141414,0.339,0.410622534343434,0.228,10.2828282828283,6,251.352188173457,158.156757780768
"118",0.96969696969697,0,4.23983838383838,5.767,0.469363636363636,0.481,0.424450582828283,0.342,12.8989898989899,9,363.508589302506,217.242057949183
"119",0.858585858585859,0,2.73377777777778,2.867,0.529616161616162,0.608,0.478795707070707,0.467,7.73737373737374,8,160.209350401586,173.821231185372
"120",0.96969696969697,0,3.64217171717172,4.832,0.473040404040404,0.463,0.414979797979798,0.316,19.1717171717172,19,528.171851536469,561.985745180823
